Flight Number,Airline Name,Source City,Destination City,Source Airport Code,Destination Airport Code,Date,Departure Time,Arrival Time,Base Fare,Layover Type,Departure Date,Departure Full Time,Departure Hour,Arrival Date,Arrival Full Time,Arrival Hour,Tax,Total Fare,Time Block
AI-2440,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-17,2025-08-17T18:00:00,2025-08-17T20:25:00,7533.12,Non-stop,2025-08-17,18:00:00,18,2025-08-17,20:25:00,20,376.656,7909.776,Evening
AI-2910,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-17,2025-08-17T17:30:00,2025-08-17T20:00:00,7533.12,Non-stop,2025-08-17,17:30:00,17,2025-08-17,20:00:00,20,376.656,7909.776,Evening
AI-2940,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-17,2025-08-17T20:50:00,2025-08-17T23:05:00,8945.58,Non-stop,2025-08-17,20:50:00,20,2025-08-17,23:05:00,23,447.279,9392.859,Evening
AI-2591,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-17,2025-08-17T07:25:00,2025-08-17T11:15:00,9887.22,Non-stop,2025-08-17,07:25:00,7,2025-08-17,11:15:00,11,494.361,10381.581,Morning
H1-910,China United Airlines,Mumbai,New Delhi,BOM,DEL,2025-08-17,2025-08-17T23:00:00,2025-08-18T00:55:00,12712.14,Non-stop,2025-08-17,23:00:00,23,2025-08-18,00:55:00,0,635.607,13347.747,Evening
IX-1146,Air India Express,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T02:15:00,2025-08-18T04:40:00,6544.398,Non-stop,2025-08-18,02:15:00,2,2025-08-18,04:40:00,4,327.21990000000005,6871.6179,Morning
IX-1124,Air India Express,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T00:35:00,2025-08-18T02:55:00,7099.02396,Non-stop,2025-08-18,00:35:00,0,2025-08-18,02:55:00,2,354.95119800000003,7453.975158,Morning
6E-2775,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T01:15:00,2025-08-18T03:15:00,6732.726,Non-stop,2025-08-18,01:15:00,1,2025-08-18,03:15:00,3,336.6363,7069.3623,Morning
6E-6045,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T03:00:00,2025-08-18T05:15:00,6732.726,Non-stop,2025-08-18,03:00:00,3,2025-08-18,05:15:00,5,336.6363,7069.3623,Morning
6E-656,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T05:00:00,2025-08-18T07:05:00,6732.726,Non-stop,2025-08-18,05:00:00,5,2025-08-18,07:05:00,7,336.6363,7069.3623,Morning
6E-762,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T06:00:00,2025-08-18T07:55:00,6732.726,Non-stop,2025-08-18,06:00:00,6,2025-08-18,07:55:00,7,336.6363,7069.3623,Morning
6E-301,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T07:00:00,2025-08-18T09:10:00,6732.726,Non-stop,2025-08-18,07:00:00,7,2025-08-18,09:10:00,9,336.6363,7069.3623,Morning
6E-333,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T08:05:00,2025-08-18T10:15:00,6732.726,Non-stop,2025-08-18,08:05:00,8,2025-08-18,10:15:00,10,336.6363,7069.3623,Morning
6E-6052,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T10:00:00,2025-08-18T12:20:00,6238.365,Non-stop,2025-08-18,10:00:00,10,2025-08-18,12:20:00,12,311.91825,6550.2832499999995,Morning
6E-6827,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T11:15:00,2025-08-18T13:30:00,6238.365,Non-stop,2025-08-18,11:15:00,11,2025-08-18,13:30:00,13,311.91825,6550.2832499999995,Afternoon
6E-6028,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T12:30:00,2025-08-18T14:40:00,6732.726,Non-stop,2025-08-18,12:30:00,12,2025-08-18,14:40:00,14,336.6363,7069.3623,Afternoon
6E-615,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T13:35:00,2025-08-18T15:45:00,6732.726,Non-stop,2025-08-18,13:35:00,13,2025-08-18,15:45:00,15,336.6363,7069.3623,Afternoon
6E-6704,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T15:00:00,2025-08-18T17:15:00,6732.726,Non-stop,2025-08-18,15:00:00,15,2025-08-18,17:15:00,17,336.6363,7069.3623,Afternoon
6E-359,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T16:00:00,2025-08-18T18:15:00,6732.726,Non-stop,2025-08-18,16:00:00,16,2025-08-18,18:15:00,18,336.6363,7069.3623,Afternoon
6E-2162,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T17:00:00,2025-08-18T19:15:00,6732.726,Non-stop,2025-08-18,17:00:00,17,2025-08-18,19:15:00,19,336.6363,7069.3623,Evening
6E-6082,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T18:00:00,2025-08-18T20:15:00,6732.726,Non-stop,2025-08-18,18:00:00,18,2025-08-18,20:15:00,20,336.6363,7069.3623,Evening
6E-6613,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T19:00:00,2025-08-18T21:15:00,6732.726,Non-stop,2025-08-18,19:00:00,19,2025-08-18,21:15:00,21,336.6363,7069.3623,Evening
6E-6049,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T20:00:00,2025-08-18T22:15:00,6732.726,Non-stop,2025-08-18,20:00:00,20,2025-08-18,22:15:00,22,336.6363,7069.3623,Evening
6E-102,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T21:15:00,2025-08-18T23:30:00,6732.726,Non-stop,2025-08-18,21:15:00,21,2025-08-18,23:30:00,23,336.6363,7069.3623,Evening
6E-651,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T22:30:00,2025-08-19T00:45:00,6732.726,Non-stop,2025-08-18,22:30:00,22,2025-08-19,00:45:00,0,336.6363,7069.3623,Evening
6E-2007,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T23:45:00,2025-08-19T02:00:00,5320.266000000001,Non-stop,2025-08-18,23:45:00,23,2025-08-19,02:00:00,2,266.0133000000001,5586.279300000002,Evening
AI-9485,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T00:35:00,2025-08-18T02:55:00,4472.79,Non-stop,2025-08-18,00:35:00,0,2025-08-18,02:55:00,2,223.6395,4696.4295,Morning
AI-9487,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T02:15:00,2025-08-18T04:40:00,4472.79,Non-stop,2025-08-18,02:15:00,2,2025-08-18,04:40:00,4,223.6395,4696.4295,Morning
AI-2988,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T22:55:00,2025-08-19T01:20:00,4943.61,Non-stop,2025-08-18,22:55:00,22,2025-08-19,01:20:00,1,247.1805,5190.7905,Evening
AI-2426,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T19:00:00,2025-08-18T21:15:00,5414.43,Non-stop,2025-08-18,19:00:00,19,2025-08-18,21:15:00,21,270.72150000000005,5685.1515,Evening
AI-2940,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T20:50:00,2025-08-18T23:05:00,5414.43,Non-stop,2025-08-18,20:50:00,20,2025-08-18,23:05:00,23,270.72150000000005,5685.1515,Evening
AI-816,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T21:00:00,2025-08-18T23:15:00,5414.43,Non-stop,2025-08-18,21:00:00,21,2025-08-18,23:15:00,23,270.72150000000005,5685.1515,Evening
AI-2408,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T19:30:00,2025-08-18T22:00:00,5414.43,Non-stop,2025-08-18,19:30:00,19,2025-08-18,22:00:00,22,270.72150000000005,5685.1515,Evening
AI-2950,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T23:30:00,2025-08-19T02:00:00,5414.43,Non-stop,2025-08-18,23:30:00,23,2025-08-19,02:00:00,2,270.72150000000005,5685.1515,Evening
AI-2440,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T18:00:00,2025-08-18T20:25:00,5414.43,Non-stop,2025-08-18,18:00:00,18,2025-08-18,20:25:00,20,270.72150000000005,5685.1515,Evening
AI-2910,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T17:30:00,2025-08-18T20:00:00,5414.43,Non-stop,2025-08-18,17:30:00,17,2025-08-18,20:00:00,20,270.72150000000005,5685.1515,Evening
AI-2428,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T06:40:00,2025-08-18T08:45:00,5885.25,Non-stop,2025-08-18,06:40:00,6,2025-08-18,08:45:00,8,294.2625,6179.5125,Morning
AI-2986,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T00:50:00,2025-08-18T03:00:00,5885.25,Non-stop,2025-08-18,00:50:00,0,2025-08-18,03:00:00,3,294.2625,6179.5125,Morning
AI-2424,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T04:25:00,2025-08-18T06:35:00,5885.25,Non-stop,2025-08-18,04:25:00,4,2025-08-18,06:35:00,6,294.2625,6179.5125,Morning
AI-2960,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T09:25:00,2025-08-18T11:40:00,5885.25,Non-stop,2025-08-18,09:25:00,9,2025-08-18,11:40:00,11,294.2625,6179.5125,Morning
AI-2430,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T10:00:00,2025-08-18T12:15:00,5885.25,Non-stop,2025-08-18,10:00:00,10,2025-08-18,12:15:00,12,294.2625,6179.5125,Morning
AI-2994,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T10:30:00,2025-08-18T12:45:00,5885.25,Non-stop,2025-08-18,10:30:00,10,2025-08-18,12:45:00,12,294.2625,6179.5125,Morning
AI-2944,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T14:40:00,2025-08-18T16:55:00,5885.25,Non-stop,2025-08-18,14:40:00,14,2025-08-18,16:55:00,16,294.2625,6179.5125,Afternoon
AI-2442,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T15:10:00,2025-08-18T17:25:00,5885.25,Non-stop,2025-08-18,15:10:00,15,2025-08-18,17:25:00,17,294.2625,6179.5125,Afternoon
AI-2422,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T01:50:00,2025-08-18T04:10:00,5885.25,Non-stop,2025-08-18,01:50:00,1,2025-08-18,04:10:00,4,294.2625,6179.5125,Morning
AI-2419,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T11:40:00,2025-08-18T14:00:00,5885.25,Non-stop,2025-08-18,11:40:00,11,2025-08-18,14:00:00,14,294.2625,6179.5125,Afternoon
AI-2954,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T02:35:00,2025-08-18T05:00:00,5885.25,Non-stop,2025-08-18,02:35:00,2,2025-08-18,05:00:00,5,294.2625,6179.5125,Morning
AI-2952,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T12:30:00,2025-08-18T14:55:00,5885.25,Non-stop,2025-08-18,12:30:00,12,2025-08-18,14:55:00,14,294.2625,6179.5125,Afternoon
AI-2687,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T16:00:00,2025-08-18T18:30:00,5885.25,Non-stop,2025-08-18,16:00:00,16,2025-08-18,18:30:00,18,294.2625,6179.5125,Afternoon
AI-2432,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T08:45:00,2025-08-18T10:55:00,5885.25,Non-stop,2025-08-18,08:45:00,8,2025-08-18,10:55:00,10,294.2625,6179.5125,Morning
AI-2930,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T05:15:00,2025-08-18T07:35:00,5885.25,Non-stop,2025-08-18,05:15:00,5,2025-08-18,07:35:00,7,294.2625,6179.5125,Morning
AI-2970,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T07:45:00,2025-08-18T09:55:00,6591.48,Non-stop,2025-08-18,07:45:00,7,2025-08-18,09:55:00,9,329.574,6921.053999999999,Morning
AI-2591,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T07:25:00,2025-08-18T11:15:00,7297.71,Non-stop,2025-08-18,07:25:00,7,2025-08-18,11:15:00,11,364.88550000000004,7662.5955,Morning
H1-910,China United Airlines,Mumbai,New Delhi,BOM,DEL,2025-08-18,2025-08-18T22:55:00,2025-08-19T00:55:00,10122.63,Non-stop,2025-08-18,22:55:00,22,2025-08-19,00:55:00,0,506.13149999999996,10628.761499999999,Evening
IX-1124,Air India Express,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T00:35:00,2025-08-19T02:55:00,5321.67846,Non-stop,2025-08-19,00:35:00,0,2025-08-19,02:55:00,2,266.083923,5587.762383,Morning
IX-1146,Air India Express,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T02:15:00,2025-08-19T04:40:00,5321.67846,Non-stop,2025-08-19,02:15:00,2,2025-08-19,04:40:00,4,266.083923,5587.762383,Morning
6E-2775,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T01:15:00,2025-08-19T03:15:00,5320.266000000001,Non-stop,2025-08-19,01:15:00,1,2025-08-19,03:15:00,3,266.0133000000001,5586.279300000002,Morning
6E-6045,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T03:00:00,2025-08-19T05:15:00,5320.266000000001,Non-stop,2025-08-19,03:00:00,3,2025-08-19,05:15:00,5,266.0133000000001,5586.279300000002,Morning
6E-656,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T05:00:00,2025-08-19T07:05:00,5320.266000000001,Non-stop,2025-08-19,05:00:00,5,2025-08-19,07:05:00,7,266.0133000000001,5586.279300000002,Morning
6E-762,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T06:00:00,2025-08-19T07:55:00,5320.266000000001,Non-stop,2025-08-19,06:00:00,6,2025-08-19,07:55:00,7,266.0133000000001,5586.279300000002,Morning
6E-301,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T07:00:00,2025-08-19T09:10:00,6732.726,Non-stop,2025-08-19,07:00:00,7,2025-08-19,09:10:00,9,336.6363,7069.3623,Morning
6E-333,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T08:05:00,2025-08-19T10:15:00,6732.726,Non-stop,2025-08-19,08:05:00,8,2025-08-19,10:15:00,10,336.6363,7069.3623,Morning
6E-6052,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T10:00:00,2025-08-19T12:20:00,6732.726,Non-stop,2025-08-19,10:00:00,10,2025-08-19,12:20:00,12,336.6363,7069.3623,Morning
6E-6827,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T11:15:00,2025-08-19T13:30:00,6732.726,Non-stop,2025-08-19,11:15:00,11,2025-08-19,13:30:00,13,336.6363,7069.3623,Afternoon
6E-6028,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T12:30:00,2025-08-19T14:40:00,5320.266000000001,Non-stop,2025-08-19,12:30:00,12,2025-08-19,14:40:00,14,266.0133000000001,5586.279300000002,Afternoon
6E-615,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T13:35:00,2025-08-19T15:45:00,6732.726,Non-stop,2025-08-19,13:35:00,13,2025-08-19,15:45:00,15,336.6363,7069.3623,Afternoon
6E-6704,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T15:00:00,2025-08-19T17:15:00,5320.266000000001,Non-stop,2025-08-19,15:00:00,15,2025-08-19,17:15:00,17,266.0133000000001,5586.279300000002,Afternoon
6E-359,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T16:00:00,2025-08-19T18:15:00,5320.266000000001,Non-stop,2025-08-19,16:00:00,16,2025-08-19,18:15:00,18,266.0133000000001,5586.279300000002,Afternoon
6E-2162,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T17:00:00,2025-08-19T19:15:00,6732.726,Non-stop,2025-08-19,17:00:00,17,2025-08-19,19:15:00,19,336.6363,7069.3623,Evening
6E-6082,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T18:00:00,2025-08-19T20:15:00,6732.726,Non-stop,2025-08-19,18:00:00,18,2025-08-19,20:15:00,20,336.6363,7069.3623,Evening
6E-6613,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T19:00:00,2025-08-19T21:15:00,6732.726,Non-stop,2025-08-19,19:00:00,19,2025-08-19,21:15:00,21,336.6363,7069.3623,Evening
6E-6049,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T20:00:00,2025-08-19T22:15:00,6732.726,Non-stop,2025-08-19,20:00:00,20,2025-08-19,22:15:00,22,336.6363,7069.3623,Evening
6E-102,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T21:15:00,2025-08-19T23:30:00,6732.726,Non-stop,2025-08-19,21:15:00,21,2025-08-19,23:30:00,23,336.6363,7069.3623,Evening
6E-651,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T22:30:00,2025-08-20T00:45:00,5320.266000000001,Non-stop,2025-08-19,22:30:00,22,2025-08-20,00:45:00,0,266.0133000000001,5586.279300000002,Evening
6E-2007,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T23:45:00,2025-08-20T02:00:00,5320.266000000001,Non-stop,2025-08-19,23:45:00,23,2025-08-20,02:00:00,2,266.0133000000001,5586.279300000002,Evening
AI-9485,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T00:35:00,2025-08-19T02:55:00,4472.79,Non-stop,2025-08-19,00:35:00,0,2025-08-19,02:55:00,2,223.6395,4696.4295,Morning
AI-9487,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T02:15:00,2025-08-19T04:40:00,4472.79,Non-stop,2025-08-19,02:15:00,2,2025-08-19,04:40:00,4,223.6395,4696.4295,Morning
AI-2428,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T06:40:00,2025-08-19T08:45:00,4943.61,Non-stop,2025-08-19,06:40:00,6,2025-08-19,08:45:00,8,247.1805,5190.7905,Morning
AI-2986,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T00:50:00,2025-08-19T03:00:00,4943.61,Non-stop,2025-08-19,00:50:00,0,2025-08-19,03:00:00,3,247.1805,5190.7905,Morning
AI-2424,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T04:25:00,2025-08-19T06:35:00,4943.61,Non-stop,2025-08-19,04:25:00,4,2025-08-19,06:35:00,6,247.1805,5190.7905,Morning
AI-2944,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T14:40:00,2025-08-19T16:55:00,4943.61,Non-stop,2025-08-19,14:40:00,14,2025-08-19,16:55:00,16,247.1805,5190.7905,Afternoon
AI-2442,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T15:10:00,2025-08-19T17:25:00,4943.61,Non-stop,2025-08-19,15:10:00,15,2025-08-19,17:25:00,17,247.1805,5190.7905,Afternoon
AI-2422,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T01:50:00,2025-08-19T04:10:00,4943.61,Non-stop,2025-08-19,01:50:00,1,2025-08-19,04:10:00,4,247.1805,5190.7905,Morning
AI-2419,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T11:40:00,2025-08-19T14:00:00,4943.61,Non-stop,2025-08-19,11:40:00,11,2025-08-19,14:00:00,14,247.1805,5190.7905,Afternoon
AI-2954,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T02:35:00,2025-08-19T05:00:00,4943.61,Non-stop,2025-08-19,02:35:00,2,2025-08-19,05:00:00,5,247.1805,5190.7905,Morning
AI-2952,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T12:30:00,2025-08-19T14:55:00,4943.61,Non-stop,2025-08-19,12:30:00,12,2025-08-19,14:55:00,14,247.1805,5190.7905,Afternoon
AI-2687,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T16:00:00,2025-08-19T18:30:00,4943.61,Non-stop,2025-08-19,16:00:00,16,2025-08-19,18:30:00,18,247.1805,5190.7905,Afternoon
AI-2950,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T23:30:00,2025-08-20T02:00:00,4943.61,Non-stop,2025-08-19,23:30:00,23,2025-08-20,02:00:00,2,247.1805,5190.7905,Evening
AI-2930,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T05:15:00,2025-08-19T07:35:00,4943.61,Non-stop,2025-08-19,05:15:00,5,2025-08-19,07:35:00,7,247.1805,5190.7905,Morning
AI-2988,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T22:55:00,2025-08-20T01:20:00,4943.61,Non-stop,2025-08-19,22:55:00,22,2025-08-20,01:20:00,1,247.1805,5190.7905,Evening
AI-2432,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T08:45:00,2025-08-19T10:55:00,5414.43,Non-stop,2025-08-19,08:45:00,8,2025-08-19,10:55:00,10,270.72150000000005,5685.1515,Morning
AI-2426,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T19:00:00,2025-08-19T21:15:00,5414.43,Non-stop,2025-08-19,19:00:00,19,2025-08-19,21:15:00,21,270.72150000000005,5685.1515,Evening
AI-2960,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T09:25:00,2025-08-19T11:40:00,5414.43,Non-stop,2025-08-19,09:25:00,9,2025-08-19,11:40:00,11,270.72150000000005,5685.1515,Morning
AI-2430,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T10:00:00,2025-08-19T12:15:00,5414.43,Non-stop,2025-08-19,10:00:00,10,2025-08-19,12:15:00,12,270.72150000000005,5685.1515,Morning
AI-2994,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T10:30:00,2025-08-19T12:45:00,5414.43,Non-stop,2025-08-19,10:30:00,10,2025-08-19,12:45:00,12,270.72150000000005,5685.1515,Morning
AI-2408,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T19:30:00,2025-08-19T22:00:00,5414.43,Non-stop,2025-08-19,19:30:00,19,2025-08-19,22:00:00,22,270.72150000000005,5685.1515,Evening
AI-2591,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T07:25:00,2025-08-19T11:15:00,5414.43,Non-stop,2025-08-19,07:25:00,7,2025-08-19,11:15:00,11,270.72150000000005,5685.1515,Morning
AI-2940,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T20:50:00,2025-08-19T23:05:00,5414.43,Non-stop,2025-08-19,20:50:00,20,2025-08-19,23:05:00,23,270.72150000000005,5685.1515,Evening
AI-2440,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T18:00:00,2025-08-19T20:25:00,5414.43,Non-stop,2025-08-19,18:00:00,18,2025-08-19,20:25:00,20,270.72150000000005,5685.1515,Evening
AI-2910,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T17:30:00,2025-08-19T20:00:00,5414.43,Non-stop,2025-08-19,17:30:00,17,2025-08-19,20:00:00,20,270.72150000000005,5685.1515,Evening
H1-910,China United Airlines,Mumbai,New Delhi,BOM,DEL,2025-08-19,2025-08-19T22:55:00,2025-08-20T00:55:00,10122.63,Non-stop,2025-08-19,22:55:00,22,2025-08-20,00:55:00,0,506.13149999999996,10628.761499999999,Evening
IX-1124,Air India Express,Mumbai,New Delhi,BOM,DEL,2025-08-20,2025-08-20T00:35:00,2025-08-20T02:55:00,5321.67846,Non-stop,2025-08-20,00:35:00,0,2025-08-20,02:55:00,2,266.083923,5587.762383,Morning
IX-1146,Air India Express,Mumbai,New Delhi,BOM,DEL,2025-08-20,2025-08-20T02:15:00,2025-08-20T04:40:00,5321.67846,Non-stop,2025-08-20,02:15:00,2,2025-08-20,04:40:00,4,266.083923,5587.762383,Morning
6E-2775,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-20,2025-08-20T01:15:00,2025-08-20T03:15:00,5320.266000000001,Non-stop,2025-08-20,01:15:00,1,2025-08-20,03:15:00,3,266.0133000000001,5586.279300000002,Morning
6E-6045,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-20,2025-08-20T03:00:00,2025-08-20T05:15:00,5320.266000000001,Non-stop,2025-08-20,03:00:00,3,2025-08-20,05:15:00,5,266.0133000000001,5586.279300000002,Morning
6E-656,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-20,2025-08-20T05:00:00,2025-08-20T07:05:00,5320.266000000001,Non-stop,2025-08-20,05:00:00,5,2025-08-20,07:05:00,7,266.0133000000001,5586.279300000002,Morning
6E-762,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-20,2025-08-20T06:00:00,2025-08-20T07:55:00,5320.266000000001,Non-stop,2025-08-20,06:00:00,6,2025-08-20,07:55:00,7,266.0133000000001,5586.279300000002,Morning
6E-301,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-20,2025-08-20T07:00:00,2025-08-20T09:10:00,5320.266000000001,Non-stop,2025-08-20,07:00:00,7,2025-08-20,09:10:00,9,266.0133000000001,5586.279300000002,Morning
6E-333,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-20,2025-08-20T08:05:00,2025-08-20T10:15:00,6732.726,Non-stop,2025-08-20,08:05:00,8,2025-08-20,10:15:00,10,336.6363,7069.3623,Morning
6E-6052,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-20,2025-08-20T10:00:00,2025-08-20T12:20:00,6732.726,Non-stop,2025-08-20,10:00:00,10,2025-08-20,12:20:00,12,336.6363,7069.3623,Morning
6E-6827,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-20,2025-08-20T11:15:00,2025-08-20T13:30:00,6732.726,Non-stop,2025-08-20,11:15:00,11,2025-08-20,13:30:00,13,336.6363,7069.3623,Afternoon
6E-6028,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-20,2025-08-20T12:30:00,2025-08-20T14:40:00,5320.266000000001,Non-stop,2025-08-20,12:30:00,12,2025-08-20,14:40:00,14,266.0133000000001,5586.279300000002,Afternoon
6E-615,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-20,2025-08-20T13:35:00,2025-08-20T15:45:00,5320.266000000001,Non-stop,2025-08-20,13:35:00,13,2025-08-20,15:45:00,15,266.0133000000001,5586.279300000002,Afternoon
6E-6704,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-20,2025-08-20T15:00:00,2025-08-20T17:15:00,6732.726,Non-stop,2025-08-20,15:00:00,15,2025-08-20,17:15:00,17,336.6363,7069.3623,Afternoon
